customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00073,Male,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,34.83,2095.8,Yes
CUST00074,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),104.91,3223.83,No
CUST00075,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.37,2074.89,Yes
CUST00076,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,69.22,3495.19,Yes
CUST00077,Female,0,No,No,27,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,76.67,599.8,Yes
CUST00078,Female,0,Yes,No,55,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.81,1079.26,Yes
CUST00079,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.28,498.69,Yes
CUST00080,Female,0,Yes,Yes,15,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,104.45,1990.3,No
CUST00081,Male,0,No,No,64,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),26.42,1123.78,No
CUST00082,Female,0,No,Yes,59,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,41.9,2378.93,No
CUST00083,Male,0,Yes,Yes,60,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),29.84,1579.74,Yes
CUST00084,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,96.31,1020.71,No
CUST00085,Male,0,No,Yes,65,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,91.34,2815.13,No
CUST00086,Male,0,Yes,No,31,No,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Mailed check,49.89,2749.2,No
CUST00087,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,98.2,2530.23,No
CUST00088,Male,0,No,Yes,55,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,110.91,2124.87,Yes
CUST00089,Female,0,Yes,Yes,4,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),38.45,269.08,Yes
CUST00090,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),56.74,2408.21,No
CUST00091,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),72.91,1295.86,Yes
CUST00092,Female,0,Yes,Yes,71,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,50.48,1410.57,No
CUST00093,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,86.47,2829.55,Yes
CUST00094,Female,1,Yes,Yes,58,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.37,2290.43,No
CUST00095,Female,0,No,Yes,24,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.07,6462.0,Yes
CUST00096,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,114.37,6749.27,Yes
CUST00097,Female,0,Yes,No,70,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,58.78,682.92,Yes
CUST00098,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),38.23,338.8,No
CUST00099,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),106.99,3465.09,No
CUST00100,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),118.81,4654.06,Yes
CUST00101,Male,0,Yes,No,13,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,64.72,904.4,No
CUST00102,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,39.08,1706.15,No
CUST00103,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.8,1879.28,Yes
CUST00104,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,64.13,2011.72,No
CUST00105,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,34.06,631.2,Yes
CUST00106,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),59.11,1788.92,No
CUST00107,Female,1,No,Yes,11,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,Yes,Electronic check,89.66,6073.01,No
CUST00108,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,72.0,2167.86,No
CUST00109,Female,1,Yes,Yes,3,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.42,5379.84,Yes
CUST00110,Male,0,No,Yes,5,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,30.59,67.3,Yes
CUST00111,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.9,1197.71,Yes
CUST00112,Male,0,No,Yes,34,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.39,988.66,Yes
CUST00113,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,55.35,2652.05,No
CUST00114,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),79.27,3104.03,No
CUST00115,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),92.05,3977.67,No
CUST00116,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,35.47,1142.47,Yes
CUST00117,Male,1,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,22.03,1219.06,No
CUST00118,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.68,431.54,Yes
CUST00119,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,52.88,1752.84,Yes
CUST00120,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,35.24,1853.09,No
CUST00121,Female,0,No,Yes,17,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.71,2839.07,Yes
CUST00122,Male,0,No,No,34,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),85.58,2288.0,No
CUST00123,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.34,1419.65,Yes
CUST00124,Male,1,Yes,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),35.51,103.25,Yes
CUST00125,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),68.64,3774.19,Yes
CUST00126,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,105.52,5670.27,No
CUST00127,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,57.58,3476.34,No
CUST00128,Male,1,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,82.97,897.61,No
CUST00129,Female,0,Yes,Yes,29,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.33,2428.58,Yes
CUST00130,Female,0,Yes,Yes,6,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.51,6043.31,Yes
CUST00131,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,101.54,6537.3,No
CUST00132,Male,0,Yes,No,10,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Two year,No,Electronic check,103.21,904.6,No
CUST00133,Male,0,No,Yes,7,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),21.08,1240.55,Yes
CUST00134,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,68.91,1948.9,No
CUST00135,Male,0,No,No,29,No,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,22.63,155.7,Yes
CUST00136,Male,0,No,Yes,14,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,One year,Yes,Electronic check,104.82,6120.96,No
CUST00137,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,37.2,2082.26,No
CUST00138,Male,0,Yes,No,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.45,4165.84,No
CUST00139,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,44.81,1568.88,No
CUST00140,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,103.46,2141.14,No
CUST00141,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.39,3463.09,Yes
CUST00142,Male,0,Yes,Yes,42,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,24.1,1247.12,No
CUST00143,Female,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.73,795.22,No
CUST00144,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Mailed check,105.81,3049.64,No
CUST00145,Female,1,Yes,No,46,No,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),109.47,5333.96,No
CUST00146,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.6,2705.9,No
CUST00147,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.14,1997.59,Yes
CUST00148,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,111.42,4241.64,No
CUST00149,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,91.71,4963.67,No
CUST00150,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,One year,No,Credit card (automatic),21.25,1452.37,No
CUST00151,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,38.81,777.27,Yes
CUST00152,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.87,1095.27,Yes
CUST00153,Male,0,No,Yes,48,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,47.99,429.8,No
CUST00154,Male,0,No,No,54,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.1,2890.41,No
CUST00155,Male,0,No,No,71,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.09,1825.51,Yes
CUST00156,Female,0,No,Yes,59,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.58,3985.23,Yes
CUST00157,Male,0,Yes,Yes,56,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,116.1,675.5,No
CUST00158,Female,1,Yes,Yes,28,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.61,784.68,Yes
CUST00159,Male,1,No,No,18,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),36.99,2185.57,Yes
CUST00160,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.47,612.94,Yes
CUST00161,Male,0,No,Yes,9,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.95,3299.48,No
CUST00162,Male,0,Yes,No,56,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Credit card (automatic),33.46,1248.35,No
CUST00163,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,75.98,79.86,Yes
CUST00164,Female,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),33.34,769.18,Yes
CUST00165,Female,0,Yes,No,67,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,40.4,1336.72,No
CUST00166,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),21.75,1352.48,Yes
CUST00167,Female,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,116.05,4743.24,No
CUST00168,Male,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.11,831.45,Yes
CUST00169,Male,0,No,No,71,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,81.16,1458.24,Yes
CUST00170,Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,One year,No,Credit card (automatic),44.78,2812.5,Yes
CUST00171,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,112.66,4065.28,Yes
CUST00172,Male,1,No,Yes,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,24.52,1557.78,Yes
CUST00173,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,Yes,Mailed check,69.41,3436.71,No
CUST00174,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.68,1752.97,Yes
CUST00175,Female,1,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),56.57,3783.51,No
